ManufacturerProductNumber,SeriesName,ManufacturerName,DatasheetUrl,PhotoUrl,ProductStatus,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Core Processor,Number of Cores/Bus Width,Speed,RAM Controllers,Ethernet,Voltage - I/O
MAX6389XS32D1+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6389XS31D2+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6389XS32D2+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6390XS30D4+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6390XS46D4+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6358MSUT+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6360LSUT+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6355MSUT+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6352SVUK+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5,,,,,,
MAX6353RVUK+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5,,,,,,
MAX6383LT17D6+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4818/175%3B21-0147%3BLT%3B6.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,6-WFDFN,6-µDFN (1.5x1),,,,,,
MAX6383LT26D3+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4818/175%3B21-0147%3BLT%3B6.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,6-WFDFN,6-µDFN (1.5x1),,,,,,
MAX6381XR26D2+,-,Analog Devices Inc./Maxim Integrated,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-3_21-0075C.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-70, SOT-323",SC-70-3,,,,,,
MAX6359LSUT+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6389XS22D3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-4_21-0098E.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-82A, SOT-343",SC-70-4,,,,,,
MAX6352SYUK+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6351-MAX6360.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"SC-74A, SOT-753",SOT-23-5,,,,,,
MAX6381XR29D2+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6381-max6390.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/642/SC70-3_21-0075C.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,"SC-70, SOT-323",SC-70-3,,,,,,
X1600HN,-,Lumissil Microsystems,,,Active,-40°C ~ 85°C (TA),Surface Mount,159-LFBGA,159-BGA (9x9),XBurst® 1,"1 Core, 32-Bit",1GHz,DDR2,10/100Mbps (1),"1.8V, 3.3V"
STM32MP135FAG7T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp135f.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,289-TFBGA,289-TFBGA (9x9),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
STM32MP135FAF7T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp135f.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,320-TFBGA,320-TFBGA (11x11),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
MAX6704RKA+T,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6701-MAX6708.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/175_SOT-23-8%20PKG.jpg,Active,,,,,,,,,,
MAX6703YKA+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6701-MAX6708.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/175_SOT-23-8%20PKG.jpg,Obsolete,,,,,,,,,,
MAX6708RKA+T,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6701-MAX6708.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/175_SOT-23-8%20PKG.jpg,Active,,,,,,,,,,
MAX6339JUT+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6339.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6339LUT+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6339.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
STM32MP131DAE7,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp131d.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
STM32MP133AAE3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp133a.pdf,,Active,-40°C ~ 125°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",650MHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
MAX6363LUT31+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6362LUT31+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
STM32MP151AAD3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB02Y_ME%7EAD%7E257.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,257-TFBGA,257-TFBGA (10x10),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
N9H20K31N,N9H20,Nuvoton Technology Corporation,https://www.nuvoton.com/export/resource-files/DS_N9H20_Series_EN_Rev1.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/816%7E128LQFP-1%2C6-14x14%7E%7E128.jpg,Active,-20°C ~ 85°C (TA),Surface Mount,128-LQFP,128-LQFP (14x14),ARM926EJ-S,"1 Core, 32-Bit",200MHz,"DDR, DDR2, SDRAM",-,3.3V
STM32MP131CAE3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp131c.pdf,,Active,-40°C ~ 125°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",650MHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
MAX706CUA+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max705-max813l.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/175%7E21-0036%7EU%2CUA%7E8.jpg,Active,0°C ~ 70°C (TA),Surface Mount,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",8-uMAX/uSOP,,,,,,
IXDP610PI,-,IXYS,https://ixapps.ixys.com/DataSheet/91600.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/18-Dip.jpg,Not For New Designs,,Through Hole,"18-DIP (0.300"", 7.62mm)",18-DIP,,,,,,
MAX6365HKA29+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6365-max6368p.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
AM3351BZCE30R,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3351,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/400/AM3352ZCE27.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,298-LFBGA,298-NFBGA (13x13),ARM® Cortex®-A8,"1 Core, 32-Bit",300MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (1),"1.8V, 3.3V"
SAM9X70-I/4PB,SAM9X7,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X7-Series-Data-Sheet-DS60001813.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5356/MFG_SAM9X70T-I-4PB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,240-LFBGA,240-TFBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",800MHz,"DDR2, DDR3, DDR3L, SDRAM",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
N32903K5DN,-,Nuvoton Technology Corporation,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/816%7E128LQFP-1%2C6-14x14%7E%7E128.jpg,Active,-20°C ~ 85°C (TA),Surface Mount,128-LQFP,128-LQFP (14x14),ARM926EJ-S,"1 Core, 32-Bit",200MHz,"DDR, DDR2, SDRAM",-,3.3V
STM32MP151AAC3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,361-TFBGA,361-TFBGA (12x12),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3","10/100Mbps, GbE","2.5V, 3.3V"
MAX6362LUT29+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
STM32MP151AAB3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151a.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,354-LFBGA,354-LFBGA (16x16),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
STM32MP133DAE7,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp133d.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
SAM9X70T-I/4PB,SAM9X7,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X7-Series-Data-Sheet-DS60001813.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5356/MFG_SAM9X70T-I-4PB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,240-LFBGA,240-TFBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",800MHz,"DDR2, DDR3, DDR3L, SDRAM",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
MAX6719UTSGD3+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/635/SOT-23-6-PKG.jpg,Active,,,,,,,,,,
MAX6719UTZGD3+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/635/SOT-23-6-PKG.jpg,Active,,,,,,,,,,
MAX6725AKASHD3+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6715A-MAX6797A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 125°C,Surface Mount,SOT-23-8,SOT-23-8,,,,,,
MAX6717AUKSVD3+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6715A-MAX6797A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5,,,,,,
MAX6717UKSVD3+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,,,,,,,,,,
MAX6717AUKZWD3+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6715A-MAX6797A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2586/SOT-23-5%20PKG.jpg,Active,-40°C ~ 125°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5,,,,,,
MAX6722UTSVD3+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/635/SOT-23-6-PKG.jpg,Active,,,,,,,,,,
MAX6728KAVHD3+T,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/175_SOT-23-8%20PKG.jpg,Active,,,,,,,,,,
MAX6715AUTTGD3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6715A-MAX6797A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6725AKAWGD3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6715A-MAX6797A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
MAX6726KATGD3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
STM32MP151CAD3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB02Y_ME%7EAD%7E257.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,257-TFBGA,257-TFBGA (10x10),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
STM32MP151CAD3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB02Y_ME%7EAD%7E257.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,257-TFBGA,257-TFBGA (10x10),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
STM32MP135FAE7T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp135f.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
MCIMX6Z0DVM09ABR,i.MX6ULZ,NXP USA Inc.,,,Active,0°C ~ 95°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",900MHz,"LPDDR2, DDR3, DDR3L",-,-
SAM9X72-I/4PB,SAM9X7,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X7-Series-Data-Sheet-DS60001813.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5356/MFG_SAM9X70T-I-4PB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,240-LFBGA,240-TFBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",800MHz,"DDR2, DDR3, DDR3L, SDRAM",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
102991315,-,"Seeed Technology Co., Ltd",,,Active,,Fixed,,,RISC-V,,,,,
MAX6364LUT46+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6363LUT44+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MAX6363PUT26+T,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX6361-MAX6364P.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
STM32MP131FAE7,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp131f.pdf,,Active,-40°C ~ 105°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",1GHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
STM32MP133CAE3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp133c.pdf,,Active,-40°C ~ 125°C (TJ),Surface Mount,289-LFBGA,289-LFBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",650MHz,"DDR3, DDR3L, LPDDR2, LPDDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 3.3V"
MAX6750KA43+,-,Analog Devices Inc./Maxim Integrated,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
AM3352BZCE30R,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3352,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/400/AM3352ZCE27.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,298-LFBGA,298-NFBGA (13x13),ARM® Cortex®-A8,"1 Core, 32-Bit",300MHz,"LPDDR, DDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
SAM9X72T-I/4PB,SAM9X7,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9X7-Series-Data-Sheet-DS60001813.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5356/MFG_SAM9X70T-I-4PB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,240-LFBGA,240-TFBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",800MHz,"DDR2, DDR3, DDR3L, SDRAM",10/100/1000Mbps (1),"1.8V, 2.5V, 3.3V"
N9H20K51N,N9H20,Nuvoton Technology Corporation,https://www.nuvoton.com/export/resource-files/DS_N9H20_Series_EN_Rev1.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/816%7E128LQFP-1%2C6-14x14%7E%7E128.jpg,Active,-20°C ~ 85°C (TA),Surface Mount,128-LQFP,128-LQFP (14x14),ARM926EJ-S,"1 Core, 32-Bit",200MHz,"DDR, DDR2, SDRAM",-,3.3V
STM32MP151CAC3,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,361-TFBGA,361-TFBGA (12x12),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3","10/100Mbps, GbE","2.5V, 3.3V"
STM32MP151CAC3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,361-TFBGA,361-TFBGA (12x12),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3","10/100Mbps, GbE","2.5V, 3.3V"
STM32MP151CAB3T,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB031_ME%7EAC%7E361.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,354-LFBGA,354-LFBGA (16x16),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 650MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
STM32MP151FAD1,STM32MP1,STMicroelectronics,https://www.st.com/resource/en/datasheet/stm32mp151c.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/448/497%7EB02Y_ME%7EAD%7E257.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,257-TFBGA,257-TFBGA (10x10),ARM® Cortex®-A7,"1 Core, 32-Bit","209MHz, 800MHz","DDR3, DDR3L, LPDDR2, LPDDR3",10/100Mbps (1),"2.5V, 3.3V"
N32905K5DN,-,Nuvoton Technology Corporation,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/816%7E128LQFP-1%2C6-14x14%7E%7E128.jpg,Active,-20°C ~ 85°C (TA),Surface Mount,128-LQFP,128-LQFP (14x14),ARM926EJ-S,"1 Core, 32-Bit",200MHz,"DDR, DDR2, SDRAM",-,3.3V
